name,platform,file,sequence,vol_min,vol_max,dist_min,dist_max,limit_count,limit_type,entity_limit_count,entity_limit_type,bus,volume_min_falloff_curve,volumefalloffcurve,reverb_send,dist_reverb_max,reverb_min_falloff_curve,reverb_falloff_curve,pitch_min,pitch_max,randomize_type,spatialized,type,probability,loop,masterslave,loadspec,subtitle,compression,secondaryaliasname,chainaliasname,startdelay,speakermap,lfe percentage,center percentage,envelop_min,envelop_max,envelop percentage,occlusion_level,occlusion_wet_dry,real_delay,distance_lpf,move_type,move_time,min_priority,max_priority,min_priority_threshold,max_priority_threshold,doppler,isbig
plr_0_blockers_3,,sfx\levels\vox\blockers\plr_0_blockers_3.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_blockers_0,,sfx\levels\vox\blockers\plr_1_blockers_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_blockers_1,,sfx\levels\vox\blockers\plr_1_blockers_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_blockers_2,,sfx\levels\vox\blockers\plr_1_blockers_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_blockers_3,,sfx\levels\vox\blockers\plr_1_blockers_3.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_blockers_0,,sfx\levels\vox\blockers\plr_2_blockers_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_blockers_1,,sfx\levels\vox\blockers\plr_2_blockers_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_blockers_2,,sfx\levels\vox\blockers\plr_2_blockers_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_blockers_3,,sfx\levels\vox\blockers\plr_2_blockers_3.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_blockers_0,,sfx\levels\vox\blockers\plr_3_blockers_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_blockers_1,,sfx\levels\vox\blockers\plr_3_blockers_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_blockers_2,,sfx\levels\vox\blockers\plr_3_blockers_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_blockers_3,,sfx\levels\vox\blockers\plr_3_blockers_3.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
#Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plr_0_death_0,,sfx\levels\vox\death\plr_0_death_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_death_1,,sfx\levels\vox\death\plr_0_death_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_death_2,,sfx\levels\vox\death\plr_0_death_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_death_0,,sfx\levels\vox\death\plr_1_death_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_death_1,,sfx\levels\vox\death\plr_1_death_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_death_2,,sfx\levels\vox\death\plr_1_death_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_death_0,,sfx\levels\vox\death\plr_2_death_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_death_1,,sfx\levels\vox\death\plr_2_death_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_death_2,,sfx\levels\vox\death\plr_2_death_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_death_0,,sfx\levels\vox\death\plr_3_death_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_death_1,,sfx\levels\vox\death\plr_3_death_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_death_2,,sfx\levels\vox\death\plr_3_death_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
#Friendly Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plr_0_ff_0,,sfx\levels\vox\ff\plr_0_ff_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_ff_1,,sfx\levels\vox\ff\plr_0_ff_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_ff_2,,sfx\levels\vox\ff\plr_0_ff_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_ff_0,,sfx\levels\vox\ff\plr_1_ff_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_ff_1,,sfx\levels\vox\ff\plr_1_ff_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_ff_2,,sfx\levels\vox\ff\plr_1_ff_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_ff_0,,sfx\levels\vox\ff\plr_2_ff_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_ff_1,,sfx\levels\vox\ff\plr_2_ff_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_ff_2,,sfx\levels\vox\ff\plr_2_ff_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_ff_0,,sfx\levels\vox\ff\plr_3_ff_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_ff_1,,sfx\levels\vox\ff\plr_3_ff_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_ff_2,,sfx\levels\vox\ff\plr_3_ff_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
#Headshots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plr_0_headshot_0,,sfx\levels\vox\headshot\plr_0_headshot_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_headshot_1,,sfx\levels\vox\headshot\plr_0_headshot_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_headshot_2,,sfx\levels\vox\headshot\plr_0_headshot_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_headshot_3,,sfx\levels\vox\headshot\plr_0_headshot_3.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_headshot_4,,sfx\levels\vox\headshot\plr_0_headshot_4.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_headshot_0,,sfx\levels\vox\headshot\plr_1_headshot_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_headshot_1,,sfx\levels\vox\headshot\plr_1_headshot_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_headshot_2,,sfx\levels\vox\headshot\plr_1_headshot_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_headshot_3,,sfx\levels\vox\headshot\plr_1_headshot_3.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_headshot_4,,sfx\levels\vox\headshot\plr_1_headshot_4.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_headshot_0,,sfx\levels\vox\headshot\plr_2_headshot_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_headshot_1,,sfx\levels\vox\headshot\plr_2_headshot_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_headshot_2,,sfx\levels\vox\headshot\plr_2_headshot_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_headshot_3,,sfx\levels\vox\headshot\plr_2_headshot_3.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_headshot_4,,sfx\levels\vox\headshot\plr_2_headshot_4.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_headshot_0,,sfx\levels\vox\headshot\plr_3_headshot_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_headshot_1,,sfx\levels\vox\headshot\plr_3_headshot_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_headshot_2,,sfx\levels\vox\headshot\plr_3_headshot_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_headshot_3,,sfx\levels\vox\headshot\plr_3_headshot_3.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_headshot_4,,sfx\levels\vox\headshot\plr_3_headshot_4.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
#Killstreak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plr_0_killstreak_0,,sfx\levels\vox\killstreak\plr_0_killstreak_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_killstreak_1,,sfx\levels\vox\killstreak\plr_0_killstreak_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_killstreak_2,,sfx\levels\vox\killstreak\plr_0_killstreak_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_killstreak_3,,sfx\levels\vox\killstreak\plr_0_killstreak_3.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_killstreak_0,,sfx\levels\vox\killstreak\plr_1_killstreak_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_killstreak_1,,sfx\levels\vox\killstreak\plr_1_killstreak_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_killstreak_2,,sfx\levels\vox\killstreak\plr_1_killstreak_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_killstreak_3,,sfx\levels\vox\killstreak\plr_1_killstreak_3.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_killstreak_0,,sfx\levels\vox\killstreak\plr_2_killstreak_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_killstreak_1,,sfx\levels\vox\killstreak\plr_2_killstreak_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_killstreak_2,,sfx\levels\vox\killstreak\plr_2_killstreak_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_killstreak_3,,sfx\levels\vox\killstreak\plr_2_killstreak_3.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_killstreak_0,,sfx\levels\vox\killstreak\plr_3_killstreak_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_killstreak_1,,sfx\levels\vox\killstreak\plr_3_killstreak_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_killstreak_2,,sfx\levels\vox\killstreak\plr_3_killstreak_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_killstreak_3,,sfx\levels\vox\killstreak\plr_3_killstreak_3.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
#Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
land_concrete,,sfx\levels\dive\land\concrete\land_concrete.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_land_exert_0,,sfx\levels\vox\land\plr_0_land_exert_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,land_concrete,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_land_exert_1,,sfx\levels\vox\land\plr_0_land_exert_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,land_concrete,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_land_exert_2,,sfx\levels\vox\land\plr_0_land_exert_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,land_concrete,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_land_exert_3,,sfx\levels\vox\land\plr_0_land_exert_3.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,land_concrete,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_land_exert_4,,sfx\levels\vox\land\plr_0_land_exert_4.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,land_concrete,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_land_exert_5,,sfx\levels\vox\land\plr_0_land_exert_5.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,land_concrete,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_land_exert_0,,sfx\levels\vox\land\plr_1_land_exert_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,land_concrete,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_land_exert_1,,sfx\levels\vox\land\plr_1_land_exert_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,land_concrete,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_land_exert_2,,sfx\levels\vox\land\plr_1_land_exert_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,land_concrete,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_land_exert_3,,sfx\levels\vox\land\plr_1_land_exert_3.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,land_concrete,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_land_exert_4,,sfx\levels\vox\land\plr_1_land_exert_4.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,land_concrete,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_land_exert_5,,sfx\levels\vox\land\plr_1_land_exert_5.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,land_concrete,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_land_exert_0,,sfx\levels\vox\land\plr_2_land_exert_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,land_concrete,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_land_exert_1,,sfx\levels\vox\land\plr_2_land_exert_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,land_concrete,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_land_exert_2,,sfx\levels\vox\land\plr_2_land_exert_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,land_concrete,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_land_exert_3,,sfx\levels\vox\land\plr_2_land_exert_3.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,land_concrete,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_land_exert_4,,sfx\levels\vox\land\plr_2_land_exert_4.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,land_concrete,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_land_exert_5,,sfx\levels\vox\land\plr_2_land_exert_5.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,land_concrete,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_land_exert_0,,sfx\levels\vox\land\plr_3_land_exert_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,land_concrete,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_land_exert_1,,sfx\levels\vox\land\plr_3_land_exert_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,land_concrete,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_land_exert_2,,sfx\levels\vox\land\plr_3_land_exert_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,land_concrete,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_land_exert_3,,sfx\levels\vox\land\plr_3_land_exert_3.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,land_concrete,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_land_exert_4,,sfx\levels\vox\land\plr_3_land_exert_4.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,land_concrete,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_land_exert_5,,sfx\levels\vox\land\plr_3_land_exert_5.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,land_concrete,,,,,,,,,,,,,,,90,90,0.25,1,,
#Launch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plr_0_launch_exert_0,,sfx\levels\vox\launch\plr_0_launch_exert_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_launch_exert_1,,sfx\levels\vox\launch\plr_0_launch_exert_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_launch_exert_2,,sfx\levels\vox\launch\plr_0_launch_exert_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_launch_exert_3,,sfx\levels\vox\launch\plr_0_launch_exert_3.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_launch_exert_4,,sfx\levels\vox\launch\plr_0_launch_exert_4.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_launch_exert_5,,sfx\levels\vox\launch\plr_0_launch_exert_5.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_launch_exert_0,,sfx\levels\vox\launch\plr_1_launch_exert_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_launch_exert_1,,sfx\levels\vox\launch\plr_1_launch_exert_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_launch_exert_2,,sfx\levels\vox\launch\plr_1_launch_exert_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
